elbow_angle,back_angle,hip_angle,knee_angle,exercise
158.02948075094056,174.6378228447051,168.44247523910903,160.30985507815257,pushup
178.43451512577258,177.97560234046523,171.30409726679846,160.0123285906366,pushup
157.5916080663932,172.49309131037424,157.29386838989296,131.9807775523264,pushup
166.58229720738802,173.83706717435365,160.40361057850347,148.53849290623018,pushup
170.4353468390072,172.28335602664023,159.00470774526565,146.06445570277256,pushup
154.0654715634308,174.82476117333906,157.96776334376753,125.681846800987,pushup
178.38453589647378,172.65983977154633,163.9616783442339,159.14131144095913,pushup
174.85380988249486,178.94720536145297,163.43521061364558,134.45726204820537,pushup
174.67564808846737,179.14978056944696,171.04253203208015,159.37787894442604,pushup
175.37989810151265,166.47372081811685,163.20762556367512,173.1764889390334,pushup
173.86328977189336,167.52909229245014,164.59749170530532,173.9276222898388,pushup
114.1111140850806,178.75794561723092,176.22005381467645,174.7392445538155,pushup
117.91681275298724,175.53160372521532,173.3616060487832,175.5308208743511,pushup
176.22002769401954,167.24889231390293,165.26074526880686,175.69970038177746,pushup
173.1135621295151,167.43857657511822,165.6322288830084,176.26580832082738,pushup
170.82630258636038,167.01178473000869,165.33301703009144,176.5579224377666,pushup
88.56686445856445,174.75663294963525,179.37644859528208,170.35909477138915,pushup
113.39772471448512,172.90074490636434,170.4521959507708,174.86086662274292,pushup
173.30196152901766,166.67585715289658,165.36339366077164,177.1341664372721,pushup
142.3388956230313,166.71117826092583,161.306332910859,167.20136779538572,pushup
171.64832981706667,166.20238857482497,160.74939141992886,167.20436448982872,pushup
80.58646915763109,176.66059014963636,162.9413695946106,151.73249048773485,pushup
121.65036657126976,170.9229952666183,164.68500099555277,164.74447003452238,pushup
161.33415363234244,154.48198657781822,146.5336477738162,161.2428666036932,pushup
171.42320949966296,169.78953490731155,160.13168180488492,154.47620009369078,pushup
128.10644431025665,168.8203306952,174.23562872398622,143.51594015019887,pushup
74.51680931117777,164.4477563490961,147.0252990754652,137.94528824653165,pushup
158.02279617817467,163.28047381837962,151.08790725419846,147.8078160535033,pushup
173.92542484887605,173.28411244442617,164.6971926548397,159.54596099743512,pushup
144.66335985605983,172.33948835423206,159.72123090466636,149.9022909106461,pushup
86.27895827964134,176.09536526126368,158.70911697585962,140.78762606235384,pushup
131.8309581540841,169.91246491938486,158.5726097598756,153.03122882960864,pushup
168.64617413557195,164.25361821076774,152.2840841950764,149.36356721350188,pushup
164.88538954004153,170.60243488565945,179.7249482378806,159.86186809689292,pushup
147.84921173251007,168.48072453375988,179.58653457658838,157.18334730567867,pushup
129.54441087464264,167.9838388339637,179.28625159461893,154.1711009779924,pushup
102.1084192062329,174.62194982030212,176.20075441020438,161.4745220475426,pushup
84.20305520753959,173.67293991244742,179.67576708642076,168.0746960783311,pushup
57.12245528400052,178.2146658518563,169.6367297296591,162.74710617977118,pushup
55.1378653487504,179.66961528717002,171.44261632601143,161.96608105575098,pushup
52.27575455759602,179.22953947144546,166.50859338771284,154.57785369778773,pushup
53.6361114630608,176.19997561235348,168.7390917079734,165.2817703224627,pushup
117.0247519315225,166.6160591159619,173.88833692523974,165.46576583562072,pushup
155.813896100163,167.2295340398871,175.5317090043198,162.51593121641244,pushup
161.47872600820168,169.46711460916077,178.2257352190259,161.68861588762314,pushup
160.7595911748916,167.3648055772013,175.8078395953077,162.57261703129504,pushup
161.06610084477802,166.52527784453787,175.19660882913524,161.66786256086178,pushup
160.91163361721746,166.02711873964358,175.74702404297085,160.17752026265845,pushup
87.21989934729807,167.53370901913078,179.21990952514767,153.4942239551748,pushup
104.71541204192084,179.15648446438286,172.18902101454455,159.54109620257844,pushup
168.92891090927503,178.30921697189515,177.5914429949456,178.2826438492963,pushup
178.83621597477938,173.88745400917657,172.23371555397438,176.32080452938143,pushup
178.46569761194874,179.49576707947247,171.16951676806576,146.63177094892444,pushup
172.4188521778539,174.10045405319875,168.94124751861844,167.0927293833739,pushup
144.14122924818574,128.2228719053834,114.14430634228844,137.307341697817,pushup
165.66885992039803,132.16751402991392,123.74744272025583,157.54356517403076,pushup
176.5814100038546,164.17695979434825,154.03582522685798,121.8307125687884,pushup
176.22121945325475,153.3017065237619,149.67005206649924,157.15992680478757,pushup
